Clean_Content,0
if i wanted to publish an article relating to data stewardship are there any journals that people would recommend datasharing datastewardship fairdata openaccess,Veranstaltung
fairdata principlesfeel free to reuse licensed cc by heidi seibold,Veranstaltung
davidho not just the work life balance of scientists science would be infinitely better if there were hard money permanent positions for technicians and programmers bonus points if it s combined with a commitment to openscience opensource scientificsoftware researchsoftware fairdata datamanagement,Veranstaltung
curious are there established uris for the various points of the fair data principles looking for something to link to in a schema org publishingprinciples connection schema opendata fair fairdata,Veranstaltung
machine actionability fairdata subsumes digital accessibility a y screen readers are machines,Veranstaltung
metadata includes references to other metadatadata includes references to other datametadata includes references to other data from the fairdata maturity model guidelines https zenodo org record y uaqo zb we re using to evaluate our repopsi repository haha i m fine openscience opendata openaccess,Veranstaltung
newspecies a newly discovered fungus from brazil for fungifriday macrolepiota capelariaetreatment http treatment plazi org id f ffcb d f ff c e fb doriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation fungi mushrooms mycology,Publikation
newspecies new tiger fly from lesotho just flew in on flyfriday coenosia curiosatreatment http treatment plazi org id c f ff b ff b e f fc coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation flies diptera entomology,Publikation
newspeciesnew ground beetle from china just grounded chlaenius yinggelingensistreatment http treatment plazi org id ebd d bb a d d original paper http doi org zookeys zookeys journal fairdata nature conservation biodiversity coleoptera entomology,Publikation
newspecies gonolobus rumihuilcanusa newly discovered apocynaceae from ecuador holotype at universidad nacional de lojatreatment http treatment plazi org id af bd ff a ff ff b c fe foriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation botany wildflowers,Publikation
newspecies new land snail from australia just crawled in geminitor kullaensisholotype queensland museumtreatment http treatment plazi org id ce a d ffc ffd dcfa fa ff fc fcoriginal paper http doi org journalofnaturalhistory fairdata biodiversity nature conservation snails taxonomy,Publikation
newspecies new grasshopper from china just hopped by scelimena pyrromatreatment http treatment plazi org id b f d a a d ab fcd f original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation insects entomology,Publikation
newspecies diospyros tehnoa newly discovered ebenaceae from new guinea treatment http treatment plazi org id c d ffff fff ffae fc fceafd original paper http doi org ejb ejbotany fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new longhorn beetle from french guiana just tiptoed in colobothea batesiholotype at mus um national d histoire naturelle paristreatment http treatment plazi org id cb a d ffdf ffbc ff bd fd f original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation coleoptera,Publikation
newspecies new armored catfish from brazil just swam by hypostomus krikatiholotype at universidade federal do maranh otreatment http treatment plazi org id a f d e b bb fd acf fb coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation teamfish fishfriday,Publikation
newspecies new bat from argentinia just fluttered in myotis barquezitreatment http treatment plazi org id cd f d f a dfdefc d ecoriginal paper http doi org vz e vertebratezoology senckenbergworld fairdata nature biodiversity conservation,Publikation
newspecies a newly discovered fungus from spain for fungifriday cortinarius insanustreatment http treatment plazi org id d a c ffef ff facdfb e original paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation fungi,Publikation
rt worldfairp twitter the first worldfair project newsletter is now available at https worldfair project eu worldfair newsletter you can subscribe to receive future editions directly to your inbox at https worldfair project us list manage com subscribe u d cde fc e aae c c id eae f d worldfair fairdata openscience datascience opendata codata,Veranstaltung
the role of metadata and vocabulary standards in enabling scientific data interoperability a study of earth system science data facilities matthew s mayernik and yauheniya liapichhttps publishing escholarship umassmed edu jeslib article id fairdata,Meinung
other highlights include lots of successful customer project releases including hydrology cbd products on the market data and regulated food products https www epimorphics com projects opendata fairdata fooddata hydrologydata,Veranstaltung
very interesting conceptual work going on here as well as a software implementation of that work outstanding stuff the requirements for a system to be capable of modelling fair workflows are defined and a generic concept for modelling research processes as workflows is developed kadistudio fair modelling of scientific research processes https datascience codata org articles dsj data opendata fair fairdata openscience repositories,Veranstaltung
it could be a good idea to make a rda research data alliance mastodon pack of accounts to follow for new arriving peoples natalieharrower hilaryhanahoe isn t it fairdata resdatall,Veranstaltung
hello mastodon world i am a newbie here and looking for folks interested in digitalepigraphy epigraphy archaeology ancienthistory longduree openscience fairdata i am a postdoc at aarhus university denmark johannes gutenberg university in mainz germany working on ancient greek and latin inscriptions and the messages they convey about the ancient mediterranean communities i work primarily in r and believe in fair and open science find me on github as petrifiedvoices,Veranstaltung
hey there did someone say standardization fairdata and hpc check our our community work on productive data compatibility leveraging leading hpc file formats such as adios and hdf https www openpmd orghttps github com openpmd,Veranstaltung
machinefair rdfs subclassof fair rdfs comment the machine knows what you mean fair skos closematch fairdata pseudofairrdfs subclassof fair rdfs comment class of resources considered fair if they are at least human findable human accessible etc owl disjointwith machinefair,Veranstaltung
newspecies polycarpaea barbellataa newly discovered caryophyllaceae from indiatreatment http treatment plazi org id d da c cdoriginal paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation botany wildflower,Publikation
pyrgulopsis madridensiscollected at the madrid falls presidio countydescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id ac c ffb ffc cbe feb f be and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies new eyeless ragworm from the south china deep sea just surfaced nereis tricirratatreatment http treatment plazi org id ad ca e e b a cf original paper http doi org zookeys zookeys fairdata biodiversity nature conservation ragworms deepsea cop,Publikation
newspecies new forest lizard from hispaniola just scurried by guarocuyus jaraguanusholotype museo natural rdtreatment http treatment plazi org id f c e ff e ff f coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation herpetology lizard,Publikation
newspecies new millipede from vietnam just tiptoed by monographis thatsonensistreatment http treatment plazi org id f bc fa f acaoriginal paper http doi org zootaxa zootaxa fairdata biodiversity conservation nature,Publikation
we ve put our experience building high volume data services for environmental and sensor networks such as the environment agency hydrology service into developing our agora measurement storeintroducing the agora measurement store https www epimorphics com intro agora measurement store fairdata sensornetwork measurementstore,Veranstaltung
newspecies new spider from china just sneaked in dolichognatha yuetreatment http treatment plazi org id d d aa e ff c ff febc fe aoriginal paper http doi org zs zoologicalsystematics fairdata nature biodiversity conservation arachnology arachnids spiders,Publikation
newspecies new triassic crown squamate just surfaced on fossilfridaycryptovaranoides microlaniusholotype nhm londontreatment http treatment plazi org id e ffb e fcfa a caceoriginal paper http doi org sciadv abq sciencemagazine fairdata biodiversity nature triassic,Publikation
did you know that linkahead enables you to adjust your data model on the fly adjust what you track in your experiments easily try it now in our demo https demo indiscale com entity datascience fdm fairdata,Veranstaltung
i am happy to share our researchdataalliance professionalising data stewardship ig report about current models of data stewardship the report includes the findings of our autumn global survey that sought to understand better the approaches organizations are currently taking to datastewardship report is available here https doi org rda researchdatamanagement fairdata openscience,Veranstaltung
the call for submissions for the iassist conference in philadelphia is still ongoing and the deadline for submissions is postponed to december we invite all submissions related to making social science data accessible we encourage submissions related to our theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism diversity researchdatamanagement https iassistdata org conferences ia,Veranstaltung
seeing these presentations where folks talk explicitly about how they re implementing fair principles are really helpful there are a lot of ways to get to fairdata so understanding the way different organizations approach it helps inject new ideas into the conversation,Veranstaltung
this paper anouncement on resdatall blog romain david erinha ri in scireports eosclife an iterative and interdisciplinary categorisation process towards fairer digital resources for sensitive life sciences data semantic fairdata sensitive https doi org s zhttps www rd alliance org blogs eosc life paper interdisciplinary semantic between life science research infrastructures html,Veranstaltung
the dutch research council has announced three exciting job openings within the new openscience regieorgaan to help take a huge leap forward in funding for citizenscience openaccess and fairdata who will help us make the change from inside the system https www nwo nl vacatures promovendi beleidsmedewerker,Veranstaltung
newspecies a newly discovered fungus from india for fungifriday coprinopsis minutatreatment http treatment plazi org id dad ffe ff b fb a a fc original paper http doi org phytotaxa phytotaxa fairdata nature conservation fungi,Publikation
merry fishmas newspecies new sisorid catfish from india just swam by exostoma dhritiaetreatment http treatment plazi org id e ff b ec e a doriginal paper http doi org zootaxa zootaxa fairdata nature conservation ichthyology teamfish,Publikation
newspecies new burrowing toad from brazil just sneaked in on frogfriday odontophrynus toledoiholotype universidade estadual de campinastreatment http treatment plazi org id b ffb ffef fe cfdea e eoriginal paper http doi org ejt european journal of taxonomy fairdata nature,Publikation
newspecies new longhorn beetle from ecuador just prowled in nealcidion sublineatumtreatment http treatment plazi org id aa aff fffa dd eec fd d cd eoriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation ecologytwitter,Publikation
newspecies new bristle worm from the northeast atlantic just appeared terebellides lavesqueitreatment http treatment plazi org id d a c b e ea b original paper http doi org zookeys zookeys fairdata nature biodiversity conservation nature,Publikation
newspecies new gecko from thailand just clambered in cyrtodactylus kochangensistreatment http treatment plazi org id df b bbb c ebcd original paper http doi org zookeys zookeys fairdata biodiversity conservation,Publikation
corallocoris xishaensiscollected in in hainan province chinadescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id c ffc cb ff afd c daand mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies coptis huanjiangensisa newly discovered ranunculaceae from chinatreatment http treatment plazi org id e ca a a b ad b f fc d original paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new squat lobster from india just crawled in raymunida shraddhananditreatment http treatment plazi org id d c a ffbf e f fef afcd bb original paper http doi org journalofnaturalhistory tandfonline fairdata nature conservation,Publikation
for papers where the authors gave the status of their data the odds of a data set being extant fell by per year in addition the odds that we could find a working e mail address for the first last or corresponding author fell by per year vines et al https doi org j cub datasharing data researchdata opendata fairdata,Meinung
for inspiration this afternoon i am watching humanities and fair data open for you a full webinar on research data and fair principles in humanities projects specifically https youtube com watch v eyhekc kko very useful so far fairdata opendata humanities,Veranstaltung
golub fdm chemistry nfdi researchdatamanagement openbis is used a lot within eth zurich as it was created here and support is excellent it is free to use and mainly geared towards life science research it was originally developed as a lims for omics research and the eln was put on top of it at some point it does not support chemical structures or stoichiometry so it is not used by synthetic groups it offers a lot of functionally for adding meta data and linking data numerous groups from pharmaceutical science all branches of life science biologically oriented chemistry and even from chemical engineering are using it https openbis ch fairdata openscience eln,Veranstaltung
caf srenatis pactols un thesaurus de en fair volution de fairprinciples fairdata openscience researchdata archeology controlledvocabularies,Veranstaltung
data published in scholarly literature is normally considered as high quality data hence the data published in the literature is of special value to researchers and to science as a whole therefore it needs much more attention and exploration in the internet era compared to when text annotation and extraction tools did not exist https riojournal com article biodiversity textmining fairdata,Veranstaltung
newspeciesnew crown of throns sea star from the red sea just surfaced acanthaster benzieiholotype staatliche naturwissenschaftliche sammlungen bayernstreatment http treatment plazi org id b b ff aeae e dfe f c original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation,Publikation
newspecies new crane fly from japan just fluttered in ormosia komazawaiholotype kyushu universitytreatment http treatment plazi org id d fd ce cc a c ca original paper http doi org zookeys zookeys journal fairdata biodiversity nature conservation insects,Publikation
newspeciesnew non avian dinosaur from the upper cretaceous of mongulia just surfaced on fossilfriday natovenator polydontustreatment http treatment plazi org id a e ffd fc fba a original paper http doi org s communicationsbiology fairdata biodiversity nature teambird dinosaurs,Publikation
the report fair implementation profiles fips in worldfair what have we learnt has been published this week it introduces fair implementation profiles fips as a methodology for listing the fair implementation decisions made by a given community of practice https doi org zenodo fairdata data datasharing opendata,Veranstaltung
newspecies new subterranean breeding brown frog from japan just hopped in on frogfriday rana kyotoholotype kyoto universitytreatment http treatment plazi org id e a ffc ffda f a d cc eeoriginal paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation frog,Publikation
newspecies a newly discovered mushroom from pakistan for fungifriday entoloma dirensisholotype university of the punjabtreatment http treatment plazi org id c ba ffa ccf d fd f doriginal paper http doi org phytotaxa phytotaxa fairdata biodiversity nature conservation fungi mushrooms,Publikation
himantolophus kalamicollected in at a depth of mdescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id e ffed ff febffae f c and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies new rove beetle from brasil just scrabbled in termitomorpha goeldianaholotype museu em lio goelditreatment http treatment plazi org id cb fffa ff d b d d e fd df original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation insects,Publikation
stellenangebot jobs jobfairy openpositionour team fairdata and human information interaction located in cologne is looking for a researchassociate informationretrieval datafindability salary group tv l up to limited to https www hidden professionals de hpv jobs gesis stellenangebot research associate information retrieval data findability lang en us,Veranstaltung
culturesai interesting question after sonja schimmler s talk about fairdata how can we measure fair data she suggests zu set up criteria tools to measure some of the fair principles if infrastructures support fairness but it s a long road to go nfdi culture opendata opensciece,Veranstaltung
newspecies new spring snail from texas just crawled in pyrgulopsis madridensisholotype academy of natural sciencestreatment http treatment plazi org id ac c ffb ffc cbe feb f be original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation,Publikation
newspeciesnew scorpion from greece just slunk by euscorpius simaiakisitreatment http treatment plazi org id b c ffeb dd ff fb cfcf original paper http doi org zoo zoodiversity fairdata biodiversity nature conservation scorpiones arachnology,Publikation
newspecies opuntia kingstonianaa newly discovered cactus from jamaica holotype smithsonian treatment http treatment plazi org id b d ffa fc ff fccdfbe original paper http doi org phytotaxa phytotaxa fairdata biodiversity nature conservation botany wildflower,Publikation
newspecies new weevil from malaysia just skulked by trigonopterus grimmiholotype naturkundemuseum stuttgarttreatment http treatment plazi org id c af f a aa e d a original paper http doi org zookeys zookeys fairdata nature conservation biodiversity,Publikation
newspecies new flatworm from brazil just appeared temnocephala catarinensistreatment http treatment plazi org id b c a ffa a e ff e f befe fe original paper http doi org zootaxa zootaxa fairdata biodiversity conservation nature sciencetwitter,Publikation
one more supercut from the fair digital objects conference really more fair okay https video leidenuniv nl media t lxco tfit really sounds like people are talking the same language videogrep fairdata fdo supercut,Meinung
discussion points education of researchers and support personnel fairdata vs opendata policies and rdm requirements motivations alignment with stakeholders and infrastructures,Veranstaltung
excellent overview of the european research data landscape in this assessment by eu commission the share of researchers who store data in research data repositories and the uptake of fair principles remain low so efforts to raise awareness and general training are still essential opendata fairdata opensciencehttps op europa eu o opportal service download handler identifier b d a ed b f aa ed a format pdf language en productionsystem cellar part,Veranstaltung
we fair points are looking for moderators to help us with ask me anything ama style sessions w rda eosc go fair fdo and we will pay you please fill out this form if you are interested https docs google com forms d e faipqlsdvvjsmk f e m zxzauy jgaivk byocb i qixfjopjaw viewform fairdata openscience,Veranstaltung
the chemistry research data group of the research data alliance have created a bibliography of papers covering fair data in chemistry you can find this on zotero https www zotero org groups fair chemistry items uh u bi library fair fairdata chemistry rda,Veranstaltung
martateperek akademienl social camelcase for screen readers and case sensitive filters openscience fairdata fairdataday,Veranstaltung
inspiring and actionable take home message from kirsty merrett bristol the biggest impact you can have on openscience fairdata is getting consent to share data fairdataday,Veranstaltung
check out our new youtube video an introductory lesson on researchdatamanagement with jvddorpe twitter com lindstaedtb twitter com by aliaksandra twitter com and katharina markus with information on fundamental concepts in rdm discipline specific examples and more fairdatahttps www youtube com watch v qgzbzftg i,Veranstaltung
great discussion this morning at the annual meeting of the arable weeds and management in europe database it s lovely to see a group of weed researchers engaged in data sharing and finding new ways to make their survey data more findable and usable by others if you don t know about awme there s some more info here https www ewrs org en info blog arable weeds and management in europe awme a database of weed survey data from across europewe d love for more people to get involved awme fairdata datascience weedsurveys weedecology weedscience,Veranstaltung
why don t we share data and code perceived barriers and benefits to public archiving practices this is a great detailed and informative article about data sharing the reasons why people don t do it and the benefits of doing it https doi org rspb data fairdata opendata datasharing,Veranstaltung
fair data sharing for uk bioscence research leaders from biordm training workshop for pis in the uk including those who shape local policy we cover why embrace good data management and fairdata how data tools improve productivity repositories data management plans the interactive carpentries style practical exercises discussion is longer than death by powerpoint but much more rewarding online dec free register https www eventbrite com e,Veranstaltung
curious about the scientificsoftware that we re developing at the iiasa energy climate environment program we re offering an internship months in the scenarioservices team on opensource tools for analysis dataviz like pyam iamc maybe relevant for students who are not yet sure whether to pursue a phd and would like to know more about bestpractice of scientificsoftware fairdata management https iiasa ac at employment job openings jh tqyi wh u nm agy q ovnphfke qs,Veranstaltung
hi all i help researchers and research program managers with metadata strategy i speak scientist eecs phd in nanofabrication developer mostly python and web tech and ontologist rdf and friends i m a huge fan of fair and knowledgegraphs i do a podcast on machine centric science https podcast polyneme xyz introduction fairdata,Veranstaltung
pidcasts podcasts about and or assigned persistent identifiers pids gupris identifiers fairdata,Veranstaltung
towards making fairness built in during data capture vs bolt on when preparing to share publish externally ross s ballsun stanton b cassidy s crook p klump j sobotkova a fairer data through digital recording the faims mobile experience journal of computer applications in archaeology doi https doi org jcaa fairdata,Meinung
introduction hello my name is nadia i m a physicist and chemist by training leading a bioimaging and data analysis core unit at the centre for genomic regulation in barcelona spain i joined mathstodon xyz to start anew and see the world from a different perspective i will be posting about bioimaging bioimage dataanalysis and cycling looking forward to discussions and the exchange of ideas microscopy openscience opensource fairdata welcometomastodon welcometomathstodon,Veranstaltung
many countries are monitoring covid in wastewater e g jeffgilchrist kiwijo global news covidpoops twitter com scotland s ww programme has had nationwide prevalence data since mid via scottishepa twitter com paper etc livia scorza in our bio rdm team curated the data methods etc for ww research making opendata fairdata with graeme cameron of sepa this thread explains the outputs after two releases in the past week pressrelease https www ed ac uk biology news events news scotland covid sewage data new health insights,Veranstaltung
newspecies new march fly from the oligocene of france just surfaced on fossilfridaydilophus cerestensistreatment http treatment plazi org id fd ff e ffd a f b fbbc eoriginal paper http doi org palaeoentomology palaeoentomology fairdata,Publikation
newspecies new endemic treefrog from papua new guinea just hopped in on frogfriday litoria insularistreatment http treatment plazi org id fff a f fa c a e cc foriginal paper http doi org vz e vertebratezoology fairdata,Publikation
astrodia duospinacollected in at a depth of mdescribed and published in zookeys in treatment added to treatmentbank http treatment plazi org id fc b bb e bb e a a ca c and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Meinung
newspecies hippeastrum abatinguaraa newly discovered amaryllidaceae from braziltreatment http treatment plazi org id dbf ffa c ff d a doriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new damselfly from brazil named after queenelizabethii just buzzed in forcepsioneura elizabethaetreatment http treatment plazi org id f d ffa ff befab original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation,Publikation
newspecies new freshwater crab from myanmar just sneaked in lobothelphusa bagoensistreatment http treatment plazi org id ec e ffd ff fc c fe f original paper http doi org rbz rafflesbulletinofzoology fairdata biodiversity nature conservation,Publikation
good day at work held a workshop in the morning with my colleagues at the heritage laboratory showing them how to use controlled vocabularies finding persistent ids and using zenodo afternoon i took part in a digital seminar for phd students on openscience and fairdata good discussions about the importance of doing right from the start and using standards,Veranstaltung
the call for submissions for the iassist conference in philadelphia is now open and the deadline for submissions is wednesday december theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism researchdatamanagement https iassistdata org conferences iassist call for submissions,Veranstaltung
super excited to share that our project premise led by giovanni pizzi at psi has been approved as part of the ord initiative of the eth board focus on automation interoperability fairdata rdm and more by linking electronic lab books workflow management systems and instrument automation tools in experimental materialsscience and compchem press release at https nccr marvel ch news communication premise,Veranstaltung
eosc a president karel luyben shares his dream not all data can be open on the streets but all data can be fair openscience fairdata,Veranstaltung
on behalf of the tu researchdata team i would like to cordially invite you all to join our winter community meet up on december in person utrecht https community data tu nl fair data in science and engineering we promise a lot of networking collaboration and fun around fairdata and openscience hope to see you there,Veranstaltung
new new new the call for submissions for the iassist conference in philadelphia is now open and the deadline for submissions is wednesday december theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism researchdatamanagement https iassistdata org conferences iassist call for submissions,Veranstaltung
time for an introduction my name is marta teperek i am director of tu researchdata and head of research data services at tudelft i am a researcher by training life sciences epigenomics developmental biology i care about researchintegrity reproducibleresearch fairdata openscience and collaboration instead of competition,Veranstaltung
newspecies cleisostoma tatoniia newly discovered orchid from vietnam that is on the verge of complete extinction in nature treatment http treatment plazi org id fa f dd a f c c fa afe c d original paper http doi org phytotaxa phytotaxa fairdata conservation orchids wildflowers botany,Publikation
newspecies new hover fly from crete just hovered in milesia creticatreatment http treatment plazi org id b e c c f cb fbd original paper http doi org ejt ejtaxonomy fairdata biodiversity nature conservation diptera,Publikation
newspecies new sea snail from brazil just surfaced cochlespira notomaristreatment http treatment plazi org id cc aa fff ffa fc dfe d f coriginal paper http doi org pap isavulsosdezoologia fairdata nature biodiversity conservation,Publikation
newspeciesnew tarantula from china just creeped in chilobrachys qishuoitreatment http treatment plazi org id e f bd a be d c b original paper http doi org bdj e biodatajournal fairdata nature biodiversity conservation spider arachnology,Publikation
newspecies new rice frog from vietnam just hopped in microhyla xodangorumtreatment http treatment plazi org id df d ac fff ef d fbe fcf original paper http doi org ejt ejtaxonomy fairdata nature biodiversity conservation herpetology frog,Publikation
newspecies beilschmiedia weiia newly discovered lauraceae tree from china treatment http treatment plazi org id d bf ff eee fc dfe fd boriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation trees,Publikation
lets try introduction i m a data scientist via paleoecology a programmer in rstats python javascript and sql i work with the neotoma paleoecology database and really enjoy helping people do amazing science huge proponent of openscience and reproducibleresearch fairdata and all that good stuff,Veranstaltung
bumped into the what is a dataset question again today so going back to my working definition https blog ldodds com what is a dataset part a working definition opendata fairdata,Veranstaltung
seminar at snd swedish national dataservice to discuss the experiences and future of ariadneplus european infrastructure for archaeological documentation and to present swedigarch national research infrastructure for digitalarchaeology whis is starting development this year how to collaborate in making archaeological fairdata,Veranstaltung
newspeciesnew stinkworm from china just showed up on wormwednesday travisia amoyanustreatment http treatment plazi org id d ab f a coriginal paper http doi org zookeys zookeys fairdata biodiversity conservation nature annelida,Publikation
newspecies new spittlebug from tibet just tiptoed by philagra bimaculatatreatment http treatment plazi org id cb eb d c afc fa d cafcc original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation ecologytwitter insects,Publikation
newspeciesnew dusky salamander from great smoky mountains north carolina desmognathus adatsihitreatment http treatment plazi org id a c f f c ba f original paper http doi org zootaxa zootaxa fairdata biodiversity nature,Publikation
upcoming session on introducing community guidelines for sharing dataset quality information via fair points https www lyyti fi reg ge peng dr ge peng will be presenting w a discussion november utc fairdata,Meinung
another supercut from the fair digital objects conference yeah but no https video leidenuniv nl media t tif l fbvideo content warning flashing images videogrep fairdata fdo supercut,Meinung
a lot of thinking went on at the fair digital objects conference last october https video leidenuniv nl media t l gvgtb fdo fairdata supercut,Meinung
the ukraine national open science plan is aimed to provide alignment with the horizon europe openscience policy openaccess fairdata increased transparency and creating regulatory and legal prerequisites for the shaping of the state policy of openscience,Veranstaltung
rt fairimpact eu in order to have fairdata the same researchdata requires technical legal semantic organisational interoperability we will promote interoperability mechanisms across domains to foster global alignment of fair frameworks in and eosc https fair impact eu wp interoperahttps twitter com fairimpact eu status s t ik yxhzqirclaaekioq rq researchdatamanagement,Veranstaltung
newspecies viola ornataa newly discovered endangered violaceae from peru holotype universidad nacional mayor de san marcostreatment http treatment plazi org id c d ffe ff c cb fdedff original paper http doi org phytotaxa phytotaxa fairdata nature biodiversity botany wildflower,Publikation
been struggling to write blogs for a while can the friendly folk here give me some help previous blog https medium com mikeerose the importance of a data sharing enabling environment a d c acffa so likely data themedperhaps with some fairdata toodefinitely changeif you are lucky some licensingshould i go for,Veranstaltung
newspeciesnew spider from brazil named after alice cooper just rocked in extraordinarius alicecooperitreatment http treatment plazi org id edda ff ff c ff c fcfaeca b e original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation spider arachnology,Publikation
enigmaticocean hey daniel these introduction toots appear to work fairdata is the cornerstone of a project i am working on just had some fun trying to define it for project came up with a draft fair data data that is as findable accessible interoperable and reusable as is appropriate what do you think,Veranstaltung
join us at our next event introducing community guidelines for sharing dataset quality information w drpengatavl https lyyti fi reg ge peng wednesday november utc see latest publication by dr ge peng on the topic https www nature com articles s x crosswalks among stewardship maturity assessment approaches promoting trustworthy fair data and repositories chriserdmann fairdata openscience opendata academic,Meinung
newspecies new dwarf bug from china just slinked in corallocoris xishaensistreatment http treatment plazi org id c ffc cb ff afd c daoriginal paper http doi org zootaxa zootaxa fairdata biodiversity conservation insects,Publikation
miersia raucoanacollected in in curic chiledescribed and published in phytokeys in treatment added to treatmentbank http treatment plazi org id e bae d f a f fc feb eand mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies new treefrog from ethiopia just hopped in on frogfriday leptopelis shebellensistreatment http treatment plazi org id c b f a ba d f d original paper http doi org zookeys zookeys journal fairdata biodiversity nature conservation herpetology frogs,Publikation
newspecies impatiens smetsianaa newly discovered balsaminaceae from cameroon holotype meise botanic gardentreatment http treatment plazi org id d a c fc f c b d original paper http doi org plecevo plantecologyandevolution fairdata nature biodiversity conservation botany wildflowers,Publikation
newspecies new blackwater catfish from indonesia just swam by clarias rennyaetreatment http treatment plazi org id f dc f f fd fea fb original paper http doi org rbz rafflesbulletinofzoology fairdata biodiversity nature conservation ichthyology teamfish,Publikation
newspecies new cuckoo bee from canada just flew in epeolus emiliaeholotype royal sask museumtreatment http treatment plazi org id bc fb f ff b ea fa bfa afb boriginal paper http doi org zenodo insectamundi fairdata biodiversity nature conservation entomology insects,Publikation
and he s off wouterkoch fairdata,Meinung
die task area standards for fairdata bewertet und entwickelt standards f r auffindbarkeit und interoperabilit t dr c vorisek twitter com von berlinnovation twitter com ber das ziel eine gemeinsame sprache f r die nfdi health community zu finden fair fdmhttps www youtube com watch v hplvbvrbdk,Meinung
kaitclark perspektivbrocken thank you for doing this could i be added as well keywords are disaster fairdata,Veranstaltung
published datasets are an incredible resource for your research projects learn strategies to find suitable opendata in the universityofbergen library webinar finding and reusing researchdata nov th https www uib no en ub finding reusing research data fairdata openscience twittermigration,Veranstaltung
kristina hettne my colleague at the centre for digital scholarship attended the st international conference on fair digital objects and recapped her impressions on some very promising conversations https www digitalscholarshipleiden nl articles future digital research data fairdata,Veranstaltung
newspecies voacanga cornutaa newly discovered apocynaceae from gabon holotype museum naturalistreatment http treatment plazi org id fa f de d ffc fc a c fc foriginal paper http doi org c v a candollea fairdata nature wildflowers,Publikation
newspeciesnew brittle star from the west pacific just surfaced astrodia duospinatreatment http treatment plazi org id fc b bb e bb e a a ca c original paper http doi org zookeys zookeys fairdata nature,Publikation
newspeciesnew spider from china just groveled in paraplectana magnaculatatreatment http treatment plazi org id d d aa ffb ff fa f b original paper http doi org zs zoologicalsystematics fairdata nature conservation spider arachnology,Publikation
my introduction i m daniel bangert national open research coordinator for ireland based at the digital repository of ireland i work on national open science policy development and implementation and coordinate ireland s national open research forum norf https norf ie interests openscience fairdata scholcomm openaccess digitalhumanities musicology music openaccess,Veranstaltung
alright found a better home here s another introduction i m brand new to mastodon following the demise of the bird app i m the data manager for nyu global ties for children research center a group dedicated to impacting research practice and policy for un sdg in crisis contexts i m particularly interested in fairdata practices with low connectivity i also love my ebike photography cooking and learning banjo i m going to try to get more global ties staff to join us here,Veranstaltung
my introductionsoftware scientist at the molecular sciences software institute https molssi org molssi compchem chemistrylead developer of the basis set exchange and qcarchive project passionate about making good software accessible to everyone total linux nerd c c python databases and cloud fairdata opensource pedagogy lecturer for the msse program at uc berkeley learning classical pianonever on twitter but excited to see things nucleate here,Veranstaltung
at the scenarioservices team at the iiasa energy climate environment program we support energy climate modeling teams opensource tools for scenario analysis like the pyam iamc package share scenario ensembles such as ipcc ar ngfs following fairdata principles capacity building tutorials for better practices in modeling scientificsoftware developmentvisit https software ece iiasa ac at for more info,Veranstaltung
my social media philosophy work research on climatechange the sdgs scientificsoftware fairdata opensource freethemodels mostly english vienna politics related to my work expertise trying to stay clear of party politics mostly german random,Veranstaltung
